,"Addressee: A Church Member, at church",Do you know where I can pick up a devotional guide?,,,,,,,,,,,,,
,"Addressee: A Church Member, at church",Thank you for making me feel at home.,,,,,,,,,,,,,
37.0,"Addressee: A Classmate, in school – unknown age","Hey, did you understand the homework for today’s class?",Polite: 해요,Casual: 해,Casual: 해,Casual: 해,Casual: 해,Polite: 해요,Casual: 해,Casual: 해,Casual: 해,Casual: 해,Casual: 해,Casual: 해,Casual: 해
38.0,"Addressee: A Classmate, in school – unknown age",Are you planning to study together for the upcoming exam?,Casual: 해,Casual: 해,Casual: 해,Casual: 해,Polite: 해요,,,,Polite: 해요,Casual: 해,Casual: 해,Polite: 해요,Casual: 해
39.0,"Addressee: A Classmate, in school – unknown age","By the way, what’s your major? I don’t think we’ve talked much before.",Polite: 해요,Casual: 해,Casual: 해,Casual: 해,Polite: 해요,,,,Polite: 해요,Casual: 해,Casual: 해,Polite: 해요,Polite: 해요
,"Addressee: A Classmate, in school – unknown age",Do you want to team up for the lab tomorrow?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",I can send you the slides I made for the presentation.,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Did the assignment deadline get extended?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",I missed the first ten minutes; what did I miss?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Want to grab coffee before the next lecture?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Do you have the reading list for this week?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Are you okay with meeting on Zoom to practice?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",I booked a study room at three if you want to join.,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Can I borrow the textbook for a quick photo of the pages?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",How did you approach question three on the problem set?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",The grading rubric confused me; did it make sense to you?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",I’m putting a group chat together for the project.,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Could we split the sections and combine tomorrow?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Would you mind giving feedback on my draft?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",I can proofread your part if you’d like.,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Are we presenting in alphabetical order or by groups?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",The Wi‑Fi kept dropping; did that happen to you?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Do you know where the new classroom is?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",I might be late because of traffic; can you save me a seat?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Office hours are at two; do you want to go together?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",I found past exams; I can share the link.,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Are we using APA or MLA for citations?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Did the professor post the lecture recording yet?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",I can bring markers and a clicker for the talk.,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Is the lab report due at midnight or noon?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Do you want to practice timing the slides?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",I can compile the references if you send your sources.,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",The printer in the library is jammed again.,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Could you email me the dataset you used?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",My code throws an error; can I compare with yours?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Are we allowed a formula sheet on the quiz?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",I’ll reserve the last slide for acknowledgments.,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Do you want to swap peer reviews?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",The campus map says this building closes at nine.,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",I can cover the introduction if you handle the conclusion.,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Are you going to the career fair after class?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Do you know if attendance counts today?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",I left my calculator at home; do you have a spare?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Let’s normalize the figures so the charts match.,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",The syllabus mentions a surprise quiz; did I read that right?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Can you check if our names are on the signup sheet?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",I uploaded the draft to the shared folder.,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Are we meeting in person or online tomorrow?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Could we rehearse once more to get the pacing right?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",I’ll bring snacks if we end up working late.,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Do you want to split an Uber to campus in the morning?,,,,,,,,,,,,,
,"Addressee: A Classmate, in school – unknown age",Thanks for the help today; I appreciate it.,,,,,,,,,,,,,
73.0,"Addressee: A Classmate, outside – well acquainted","You heading to the library after this, or calling it a day?",Casual: 해,Casual: 해,Casual: 해,Casual: 해,Casual: 해,Casual: 해,Casual: 해,Casual: 해,Polite: 해요,Casual: 해,Casual: 해,Casual: 해,Casual: 해
74.0,"Addressee: A Classmate, outside – well acquainted",That lecture earlier was brutal — I'm still trying to figure out what half of it meant.,Casual: 해,Casual: 해,Casual: 해,Casual: 해,Casual: 해,Casual: 해,Casual: 해,Casual: 해,Polite: 해요,Casual: 해,Casual: 해,Casual: 해,Casual: 해
75.0,"Addressee: A Classmate, outside – well acquainted","So, how’s the project coming along? Still pulling all-nighters?",Casual: 해,Casual: 해,Casual: 해,Casual: 해,Casual: 해,,,,Casual: 해,Casual: 해,Polite: 해요,Polite: 해요,Casual: 해
,"Addressee: A Classmate, outside – well acquainted","That last assignment was a grind, but we pulled through.",,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",Want to grab a coffee before the seminar?,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",I still laugh about that lab mishap from last week.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",The campus looks great with all these leaves falling.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",Did you catch the game last night?,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",I finally submitted the internship application.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",Let’s walk and talk; I’ve got ten minutes.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",The new cafe by the library is actually decent.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",How’s your group project coming along?,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",I can send you my notes if you need them.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",The Wi‑Fi out here is better than inside for some reason.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",You free to study at the quad later?,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted","That professor’s jokes are so awkward, but I kind of love them.",,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",I’m thinking of running by the track after class.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",Your presentation yesterday was solid.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",The sun today is no joke; I should’ve brought a hat.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",I might skip the bus and just walk across campus.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",Want to split a pizza after lab?,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",Finals week is creeping up faster than I expected.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",Did you manage to fix that code bug?,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",I heard there’s a guest lecture at six; you in?,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",That shortcut behind the gym saved me five minutes.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",I can’t believe how crowded the courtyard gets at noon.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",You still planning to graduate this spring?,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",I’m down for a pickup game later if you are.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",That new building looks like a spaceship.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",Let me know if you want to swap editing on our essays.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",I almost got run over by a scooter on the path.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",The coffee cart line is brutal right now.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",You nailed that Q&A after the talk.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",I brought an extra water bottle if you want it.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",Are you going to the department mixer tonight?,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted","The lab schedule changed again, can you believe it?",,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",I’m trying to avoid the dining hall salad for a while.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",Your idea for the project demo could really work.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",Let’s grab a shady spot and review the slides.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",I’ve got a couple of practice problems we can tackle.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",Did you see the email about the deadline extension?,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",I’m thinking of taking a light load next term.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",The campus cat followed me all the way here.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted","If it starts to rain, we can duck under the awning.",,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",I’ll send the shared doc link after this.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",Got any plans for the weekend hike?,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",That bookstore sale wiped out my budget.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",Mind if I walk with you to the lab?,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",We should coordinate outfits for the team presentation.,,,,,,,,,,,,,
,"Addressee: A Classmate, outside – well acquainted",Text me when you’re nearby so we don’t miss each other.,,,,,,,,,,,,,
7.0,"Addressee: A Clerk, in a store","Excuse me, do you know where I can find the phone chargers?",Deferential: 합니다/하십시오,Polite: 해요,Polite: 해요,Deferential: 합니다/하십시오,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요
8.0,"Addressee: A Clerk, in a store","Hi, I think this item was marked as on sale — could you check the price for me?",Polite: 해요,Polite: 해요,Polite: 해요,Deferential: 합니다/하십시오,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Casual: 해,Polite: 해요,Polite: 해요,Polite: 해요
9.0,"Addressee: A Clerk, in a store",Do you guys accept Apple Pay?,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Casual: 해,Polite: 해요,Deferential: 합니다/하십시오,Polite: 해요
,"Addressee: A Clerk, in a store",What time do you close tonight?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Can I return this with the receipt?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Do you price match with online listings?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Is there a student discount available?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Can you check if this is in stock in black?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",How much is this after tax?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Are there any promotions on sneakers today?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Where can I find the gluten-free snacks?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store","Could I get a gift receipt, please?",,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Do you have a loyalty program I can join?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Can I pay with my phone?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Is curbside pickup an option for this item?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Would it be possible to hold this until tomorrow?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Can I see the specs on this laptop?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Does this come with a warranty?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Are batteries included with this?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Do you have a tester for this cologne?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Where are the HDMI cables located?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Can you help me compare these two models?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Is there a way to order this if it’s sold out?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Do you have any more in the back?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Could you scan this to check the price?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Are these jeans true to size?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",What’s your return window for electronics?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Do you accept Apple Pay?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Can I split the payment between card and cash?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Are there any clearance items I should check out?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Where’s the nearest restroom?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Could you recommend a good backpack for travel?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Is assembly service available for this desk?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Do you offer delivery on large items?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Can I get a bag with that?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",What’s the difference between these two brands?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Are these organic?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Does this shirt shrink after washing?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Is there a QR code for more details?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Can you help me find a gift around fifty bucks?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",What aisle are the light bulbs on?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Do you have a mirror around here?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store","Could you ring me up, please?",,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Is there a restock coming soon for this size?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Can I try these shoes on?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Do you have any coupons I can use today?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",What time do you open tomorrow morning?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store","Is this the final price, or is there a sale starting soon?",,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Can you throw away this tag for me?,,,,,,,,,,,,,
,"Addressee: A Clerk, in a store",Could I leave this at the counter while I browse?,,,,,,,,,,,,,
55.0,"Addressee: A Co-Worker, at work – lower rank","Hey, can you help me double-check these reports before the meeting?",Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,,,,Polite: 해요,Casual: 해,Polite: 해요,Deferential: 합니다/하십시오,Polite: 해요
56.0,"Addressee: A Co-Worker, at work – lower rank","Great job on the presentation earlier, keep up the good work.",Polite: 해요,Deferential: 합니다/하십시오,Polite: 해요,Polite: 해요,Polite: 해요,,,,Polite: 해요,Casual: 해,Polite: 해요,Polite: 해요,Polite: 해요
57.0,"Addressee: A Co-Worker, at work – lower rank",Could you please prioritize this task and update me when it’s done?,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Polite: 해요,Deferential: 합니다/하십시오,Polite: 해요
,"Addressee: A Co-Worker, at work – lower rank",Let me know if you hit any roadblocks.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Nice work on the presentation draft; a few tweaks and it’s there.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Can you add the latest figures to slide 5?,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",I’ll handle the call; please prep the summary notes.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Quick check-in: how’s the data cleanup going?,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Please loop me in on any changes from the vendor.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank","If you’re free, join the 10:30 huddle.",,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Remember to log your time for the sprint tasks.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Let's keep the tone concise in the deck.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Could you schedule a 15-minute handoff for later today?,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Please proofread the proposal before we send it.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",I appreciate the extra effort on the deadline yesterday.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Flag anything that looks off in the spreadsheet.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank","When you have a draft, send it my way for review.",,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Can you take the first pass on the meeting agenda?,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Let's keep stakeholders updated with a short recap email.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Please attach the source files in the shared folder.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Quick favor: grab the action items from that meeting.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank","If you’re unsure, ping me and we’ll sort it out.",,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Great catch on that bug earlier.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Could you follow up with support and confirm the ticket status?,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Let’s aim to wrap this by end of day tomorrow.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Please tag me in the task when it’s ready for approval.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",I’ll cover the intro; you handle the demo walkthrough.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Remember to cc the team on client emails.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Can you add a short summary at the top of the doc?,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Please update the ticket status after each change.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Good progress—let’s tighten the timeline estimates.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Share your availability so we can plan the handoff.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Could you compare the metrics against last quarter?,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",I’ll send the template; please drop in your sections.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Keep the tone neutral and factual in the notes.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Let’s keep comments in the doc instead of chat.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Can you confirm the requirements with product?,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Thanks for staying late to finish the import.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Please verify the numbers before we circulate.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",I’m free at 3 if you want to run through it.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Could you draft a quick recap for the team channel?,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Let’s keep the file naming consistent.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Can you double-check the permissions on the folder?,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank","Please move the task to ""In Review"" when done.",,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Appreciate the heads-up on the schedule change.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Could you prepare talking points for the client call?,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Let’s keep this under five slides.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank","If you have ideas to improve the process, I’m all ears.",,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Please send the invoice details to finance today.,,,,,,,,,,,,,
,"Addressee: A Co-Worker, at work – lower rank",Nice job—keep that momentum going.,,,,,,,,,,,,,
28.0,"Addressee: A Customer, at one’s company",Thank you for bringing this to our attention; we appreciate your feedback.,Deferential: 합니다/하십시오,Deferential: 합니다/하십시오,Deferential: 합니다/하십시오,Deferential: 합니다/하십시오,Deferential: 합니다/하십시오,Deferential: 합니다/하십시오,Deferential: 합니다/하십시오,Deferential: 합니다/하십시오,Deferential: 합니다/하십시오,Deferential: 합니다/하십시오,Deferential: 합니다/하십시오,Deferential: 합니다/하십시오,Deferential: 합니다/하십시오
29.0,"Addressee: A Customer, at one’s company","If you have any questions or need further assistance, please don’t hesitate to ask.",Polite: 해요,Polite: 해요,Deferential: 합니다/하십시오,Deferential: 합니다/하십시오,Deferential: 합니다/하십시오,,,,Polite: 해요,Polite: 해요,Deferential: 합니다/하십시오,Casual: 해,Polite: 해요
